Date,Open,High,Low,Close,Adj Close,Volume
1996-01-02,9.916666030883789,9.833333015441895,9.75,9.75,3.216787815093994,9600
1996-01-03,9.739583015441895,9.739583015441895,9.739583015441895,9.739583015441895,3.2133514881134033,4800
1996-01-04,9.739583015441895,9.791666030883789,9.645833015441895,9.791666030883789,3.230534315109253,4800
1996-01-05,9.791666030883789,9.791666030883789,9.791666030883789,9.791666030883789,3.230534315109253,0
1996-01-08,9.791666030883789,9.6875,9.541666030883789,9.541666030883789,3.148052453994751,4800
1996-01-09,9.291666030883789,9.585415840148926,9.25,9.585415840148926,3.162487030029297,43200
1996-01-10,9.583333015441895,9.666666030883789,9.583333015441895,9.666666030883789,3.189293622970581,3340800
1996-01-11,9.666666030883789,9.583333015441895,9.25,9.541666030883789,3.148052453994751,19200
1996-01-12,9.541666030883789,9.541666030883789,9.541666030883789,9.541666030883789,3.148052453994751,0
1996-01-15,9.541666030883789,9.541666030883789,9.541666030883789,9.541666030883789,3.148052453994751,0
1996-01-16,9.791666030883789,9.791666030883789,9.583333015441895,9.791666030883789,3.230534315109253,9600
1996-01-17,9.791666030883789,9.791666030883789,9.791666030883789,9.791666030883789,3.230534315109253,0
1996-01-18,9.166666030883789,9.166666030883789,9.166666030883789,9.166666030883789,3.0243301391601562,2400
1996-01-19,9.166666030883789,9.166666030883789,9.166666030883789,9.166666030883789,3.0243301391601562,0
1996-01-22,9.166666030883789,9.166666030883789,9.166666030883789,9.166666030883789,3.0243301391601562,0
1996-01-23,9.166666030883789,9.166666030883789,9.166666030883789,9.166666030883789,3.0243301391601562,0
1996-01-24,9.166666030883789,9.166666030883789,9.166666030883789,9.166666030883789,3.0243301391601562,0
1996-01-25,9.166666030883789,9.166666030883789,9.166666030883789,9.166666030883789,3.0243301391601562,2400
1996-01-26,9.166666030883789,9.166666030883789,9.166666030883789,9.166666030883789,3.0243301391601562,0
1996-01-29,9.166666030883789,9.333333015441895,9.272915840148926,9.300000190734863,3.0683207511901855,21600
1996-01-30,9.300000190734863,9.375,9.210415840148926,9.375,3.093064546585083,40800
1996-01-31,9.375,9.375,9.375,9.375,3.093064546585083,0
1996-02-01,9.375,9.583333015441895,9.375,9.583333015441895,3.161799907684326,28800
1996-02-02,9.75,10.0,9.668749809265137,9.752082824707031,3.217475414276123,38400
1996-02-05,10.0,10.708333015441895,10.0,10.708333015441895,3.5329668521881104,74400
1996-02-06,10.708333015441895,11.166666030883789,10.833333015441895,11.083333015441895,3.656691074371338,45600
1996-02-07,11.083333015441895,10.84375,10.833333015441895,10.833333015441895,3.5742084980010986,9600
1996-02-08,10.833333015441895,11.208333015441895,10.895833015441895,11.041666030883789,3.6429433822631836,9600
1996-02-09,11.416666030883789,11.416666030883789,11.166666030883789,11.404166221618652,3.7625417709350586,26400
1996-02-12,11.404166221618652,12.291666030883789,11.791666030883789,11.875,3.917882204055786,943200
1996-02-13,11.875,12.5625,12.083333015441895,12.291666030883789,4.055353164672852,158400
1996-02-14,12.293749809265137,12.458333015441895,12.293749809265137,12.293749809265137,4.056039333343506,14400
1996-02-15,12.375,12.375,12.291666030883789,12.291666030883789,4.055353164672852,19200
1996-02-16,12.291666030883789,12.291666030883789,12.083333015441895,12.133333206176758,4.003113269805908,72000
1996-02-19,12.133333206176758,12.291666030883789,11.877082824707031,12.291666030883789,4.055353164672852,40800
1996-02-20,12.291666030883789,12.083333015441895,11.875,11.958333015441895,3.945375442504883,19200
1996-02-21,11.958333015441895,11.958333015441895,11.958333015441895,11.958333015441895,3.945375442504883,0
1996-02-22,12.041666030883789,12.291666030883789,12.041666030883789,12.291666030883789,4.055353164672852,12000
1996-02-23,12.291666030883789,12.168749809265137,12.083333015441895,12.166666030883789,4.014111518859863,31200
1996-02-26,12.166666030883789,12.458333015441895,12.291666030883789,12.458333015441895,4.1103386878967285,36000
1996-02-27,12.458333015441895,12.458333015441895,12.395833015441895,12.458333015441895,4.1103386878967285,9600
1996-02-28,12.458333015441895,12.458333015441895,12.458333015441895,12.458333015441895,4.1103386878967285,0
1996-02-29,12.458333015441895,12.083333015441895,11.875,11.875,3.917882204055786,4800
1996-03-01,11.875,12.089583396911621,12.0,12.0,3.959123373031616,28800
1996-03-04,12.010416030883789,12.083333015441895,12.010416030883789,12.083333015441895,3.986617088317871,14400
1996-03-05,12.083333015441895,12.083333015441895,12.083333015441895,12.083333015441895,3.986617088317871,0
1996-03-06,12.083333015441895,12.28125,11.875,12.222915649414062,4.032670021057129,105600
1996-03-07,12.222915649414062,12.270833015441895,12.083333015441895,12.177083015441895,4.017548084259033,24000
1996-03-08,12.177083015441895,11.958333015441895,11.958333015441895,11.958333015441895,3.945375442504883,2400
1996-03-11,11.958333015441895,12.087499618530273,11.958333015441895,12.085415840148926,3.9873032569885254,19200
1996-03-12,12.085415840148926,12.166666030883789,11.918749809265137,12.0,3.959123373031616,496800
1996-03-13,12.0,12.0,12.0,12.0,3.959123373031616,0
1996-03-14,12.0,12.0,12.0,12.0,3.959123373031616,0
1996-03-15,12.0,12.083333015441895,11.875,11.916666030883789,3.9316279888153076,1243200
1996-03-18,11.875,11.875,11.791666030883789,11.850000381469727,3.909634828567505,26400
1996-03-19,11.850000381469727,11.833333015441895,11.625,11.666666030883789,3.8491485118865967,451200
1996-03-20,11.666666030883789,11.666666030883789,11.666666030883789,11.666666030883789,3.8491485118865967,0
1996-03-21,12.708333015441895,12.708333015441895,11.5,11.84375,3.907571792602539,38400
1996-03-22,11.84375,11.791666030883789,11.791666030883789,11.791666030883789,3.890388250350952,4800
1996-03-25,11.791666030883789,11.90625,11.90625,11.90625,3.928192615509033,2400
1996-03-26,11.90625,12.208333015441895,12.083333015441895,12.208333015441895,4.027857780456543,7200
1996-03-27,12.208333015441895,12.125,11.960415840148926,12.083333015441895,3.986617088317871,14400
1996-03-28,12.083333015441895,12.083333015441895,12.083333015441895,12.083333015441895,3.986617088317871,0
1996-03-29,12.083333015441895,12.291666030883789,12.083333015441895,12.291666030883789,4.055353164672852,4800
1996-04-01,12.291666030883789,12.5,12.083333015441895,12.208333015441895,4.027857780456543,3919200
1996-04-02,12.208333015441895,12.291666030883789,11.666666030883789,11.979166030883789,3.952249526977539,12000
1996-04-03,11.979166030883789,12.625,12.25,12.625,4.165327548980713,14400
1996-04-04,12.625,12.770833015441895,12.5,12.770833015441895,4.213442802429199,153600
1996-04-05,12.770833015441895,12.770833015441895,12.770833015441895,12.770833015441895,4.213442802429199,0
1996-04-08,12.770833015441895,12.743749618530273,12.543749809265137,12.729166030883789,4.199694633483887,297600
1996-04-09,12.729166030883789,12.916666030883789,12.668749809265137,12.916666030883789,4.2615580558776855,98400
1996-04-10,12.916666030883789,13.125,12.875,13.125,4.330291748046875,21600
1996-04-11,13.125,13.208333015441895,12.916666030883789,13.208333015441895,4.357785224914551,612000
1996-04-12,13.208333015441895,13.458333015441895,13.122916221618652,13.279166221618652,4.381155967712402,4226400
1996-04-15,13.279166221618652,13.739583015441895,12.927083015441895,13.739583015441895,4.533059120178223,21600
1996-04-16,13.739583015441895,13.635416030883789,13.635416030883789,13.635416030883789,4.498690605163574,2400
1996-04-17,13.635416030883789,14.53125,13.958333015441895,14.010416030883789,4.622413158416748,31200
1996-04-18,14.010416030883789,14.166666030883789,13.541666030883789,14.166666030883789,4.673964977264404,57600
1996-04-19,14.166666030883789,14.958333015441895,14.166666030883789,14.866665840148926,4.904914379119873,727200
1996-04-22,14.866665840148926,14.583333015441895,14.416666030883789,14.445833206176758,4.766068458557129,26400
1996-04-23,14.333333015441895,14.541666030883789,12.916666030883789,14.541666030883789,4.797687530517578,91200
